isFraud,TransactionAmt,ProductCD,provenienza,email_provider,TransactionDate,tipo_carta,brand_carta
0,973.95,H,United States,icloud,2024-07-02 00:46:12,Credit,Visa
0,159.95,W,China,icloud,2024-07-02 00:48:14,Credit,Mastercard
0,306.47,S,China,other,2024-07-02 00:50:10,Debit,Visa
0,445.0,W,Netherlands,gmail,2024-07-02 00:50:41,Debit,Visa
0,424.95,C,India,other,2024-07-02 00:51:02,Debit,Visa
0,171.0,H,United States,gmail,2024-07-02 00:51:46,Credit,Mastercard
0,311.95,W,China,gmail,2024-07-02 00:51:48,Credit,Visa
0,200.0,C,Indonesia,outlook,2024-07-02 00:51:53,Debit,Visa
0,359.91,S,China,outlook,2024-07-02 00:52:32,Credit,Mastercard
0,1486.44,C,United States,icloud,2024-07-02 00:54:53,Credit,Visa
0,2547.46,W,China,outlook,2024-07-02 00:56:08,Credit,Visa
1,445.0,R,United States,gmail,2024-07-02 00:57:09,Debit,Visa
0,120.95,H,Russia,other,2024-07-02 00:58:23,Debit,Visa
0,2948.95,C,Netherlands,other,2024-07-02 00:58:26,Credit,Visa
0,499.95,H,Indonesia,gmail,2024-07-02 00:58:56,Debit,Visa
0,209.95,C,China,gmail,2024-07-02 00:59:15,Credit,Visa
0,590.4,S,China,gmail,2024-07-02 01:00:11,Debit,Visa
0,1973.0,R,China,icloud,2024-07-02 01:00:59,Credit,Visa
0,474.95,W,Germany,other,2024-07-02 01:02:34,Credit,Visa
0,150.5,W,Russia,gmail,2024-07-02 01:03:00,Prepaid,Visa
0,200.0,C,United States,yahoo,2024-07-02 01:03:45,Credit,Visa
0,226.0,S,India,gmail,2024-07-02 01:03:52,Debit,Visa
0,171.0,C,India,gmail,2024-07-02 01:04:07,Debit,Visa
0,250.0,R,China,other,2024-07-02 01:05:01,Prepaid,Visa
0,289.95,H,Brazil,icloud,2024-07-02 01:06:41,Debit,Visa
0,200.0,S,India,other,2024-07-02 01:07:19,Credit,Mastercard
0,2038.95,S,Brazil,gmail,2024-07-02 01:08:34,Debit,Mastercard
0,385.78,R,South Korea,gmail,2024-07-02 01:09:44,Credit,Mastercard
0,200.0,W,China,gmail,2024-07-02 01:12:04,Debit,Visa
0,222.0,R,China,yahoo,2024-07-02 01:13:04,Debit,Visa
0,450.95,C,Mexico,icloud,2024-07-02 01:13:14,Credit,Mastercard
0,120.95,S,United States,outlook,2024-07-02 01:14:36,Credit,Visa
1,155.521,C,China,other,2024-07-02 01:17:35,Debit,Visa
0,160.5,R,China,icloud,2024-07-02 01:20:14,Credit,Visa
0,200.0,C,India,gmail,2024-07-02 01:20:29,Debit,Visa
0,1351.55,W,China,yahoo,2024-07-02 01:21:29,Debit,Visa
0,554.0,S,United Kingdom,other,2024-07-02 01:21:53,Credit,Visa
0,159.95,W,United States,gmail,2024-07-02 01:23:19,Credit,Visa
0,364.95,W,China,other,2024-07-02 01:24:43,Debit,Visa
0,335.0,W,China,other,2024-07-02 01:25:01,Debit,Mastercard
0,300.0,W,Saudi Arabia,other,2024-07-02 01:26:24,Debit,Visa
0,219.95,C,India,outlook,2024-07-02 01:27:12,Debit,Visa
0,412.73,W,United States,gmail,2024-07-02 01:27:26,Credit,Visa
0,354.95,W,China,other,2024-07-02 01:27:47,Debit,Visa
0,125.0,S,China,icloud,2024-07-02 01:28:03,Debit,Visa
0,160.5,W,China,icloud,2024-07-02 01:29:20,Credit,Mastercard
0,524.0,W,China,icloud,2024-07-02 01:30:59,Debit,Visa
0,157.95,S,India,outlook,2024-07-02 01:32:43,Credit,Mastercard
0,648.95,W,Germany,gmail,2024-07-02 01:33:16,Credit,Visa
0,335.0,W,China,gmail,2024-07-02 01:33:17,Prepaid,Mastercard
0,711.93,R,United States,gmail,2024-07-02 01:34:29,Credit,Visa
0,500.0,C,China,icloud,2024-07-02 01:36:28,Credit,Visa
0,500.0,C,India,gmail,2024-07-02 01:37:07,Debit,American Express
0,209.95,C,India,other,2024-07-02 01:37:23,Debit,Visa
0,226.0,R,China,gmail,2024-07-02 01:38:10,Debit,Discover
0,500.0,C,India,outlook,2024-07-02 01:38:11,Debit,American Express
0,462.95,S,China,outlook,2024-07-02 01:38:57,Debit,Mastercard
0,161.0,W,Italy,outlook,2024-07-02 01:39:20,Debit,Mastercard
1,225.0,C,India,icloud,2024-07-02 01:40:19,Debit,Mastercard
0,160.5,R,China,other,2024-07-02 01:41:15,Debit,Visa
0,500.0,H,India,yahoo,2024-07-02 01:42:50,Debit,American Express
0,159.95,S,China,gmail,2024-07-02 01:43:38,Debit,Visa
0,209.95,R,India,outlook,2024-07-02 01:44:21,Debit,Visa
0,150.0,R,Turkey,gmail,2024-07-02 01:45:43,Credit,Mastercard
0,344.95,R,China,other,2024-07-02 01:47:09,Credit,Visa
0,240.95,H,India,other,2024-07-02 01:48:47,Debit,Visa
0,129.95,C,South Korea,other,2024-07-02 01:49:48,Debit,Mastercard
0,250.0,H,India,outlook,2024-07-02 01:50:01,Credit,Visa
0,311.95,W,China,gmail,2024-07-02 01:50:53,Credit,Visa
0,500.0,W,China,other,2024-07-02 01:51:21,Debit,Visa
0,210.95,C,Indonesia,gmail,2024-07-02 01:52:04,Debit,Visa
0,315.0,W,China,icloud,2024-07-02 01:55:39,Debit,Visa
0,200.0,H,China,icloud,2024-07-02 01:56:48,Debit,Visa
0,1472.47,W,India,gmail,2024-07-02 01:58:30,Debit,Visa
0,226.0,R,China,gmail,2024-07-02 01:59:43,Debit,Visa
0,222.48,C,Mexico,outlook,2024-07-02 01:59:59,Debit,Mastercard
0,164.95,C,India,gmail,2024-07-02 02:02:10,Debit,Mastercard
0,3162.95,R,United States,gmail,2024-07-02 02:04:40,Prepaid,Mastercard
0,2267.47,C,United States,gmail,2024-07-02 02:05:12,Credit,Visa
0,200.0,W,United States,icloud,2024-07-02 02:05:51,Credit,Visa
0,150.0,W,India,outlook,2024-07-02 02:08:25,Debit,Visa
0,3162.95,C,India,icloud,2024-07-02 02:08:46,Debit,Mastercard
0,150.0,C,India,outlook,2024-07-02 02:09:14,Debit,Visa
0,146.0,R,China,yahoo,2024-07-02 02:10:43,Debit,Visa
0,200.0,C,Japan,outlook,2024-07-02 02:11:21,Debit,Visa
0,140.0,C,India,gmail,2024-07-02 02:12:46,Debit,Mastercard
0,335.0,R,China,gmail,2024-07-02 02:15:34,Credit,Mastercard
0,150.0,C,United States,other,2024-07-02 02:19:48,Credit,Visa
0,350.23,S,China,icloud,2024-07-02 02:19:55,Debit,Visa
0,200.0,W,China,other,2024-07-02 02:20:15,Debit,Visa
0,303.95,H,China,other,2024-07-02 02:20:37,Credit,Visa
0,250.0,W,China,gmail,2024-07-02 02:21:04,Debit,Visa
0,424.95,W,China,icloud,2024-07-02 02:23:45,Debit,Visa
0,120.0,R,China,gmail,2024-07-02 02:24:26,Credit,Mastercard
0,150.0,H,United States,icloud,2024-07-02 02:25:38,Credit,Visa
0,3000.0,R,Italy,outlook,2024-07-02 02:26:13,Credit,Discover
0,500.0,W,China,outlook,2024-07-02 02:26:53,Debit,Visa
0,209.95,R,China,gmail,2024-07-02 02:27:06,Credit,Visa
0,250.0,C,Japan,yahoo,2024-07-02 02:28:42,Debit,Visa
0,2424.95,C,India,other,2024-07-02 02:29:28,Credit,Mastercard
0,367.95,W,India,yahoo,2024-07-02 02:29:55,Debit,Visa
0,175.0,R,United States,icloud,2024-07-02 02:30:35,Credit,Visa
0,201.0,R,United States,gmail,2024-07-02 02:31:51,Debit,Mastercard
0,150.0,R,China,yahoo,2024-07-02 02:31:52,Debit,Mastercard
0,311.95,R,China,other,2024-07-02 02:35:35,Credit,Mastercard
0,209.95,C,India,other,2024-07-02 02:38:06,Debit,Visa
0,125.0,H,China,other,2024-07-02 02:39:06,Debit,Visa
0,171.0,R,China,gmail,2024-07-02 02:39:42,Debit,Visa
0,2294.95,W,United States,outlook,2024-07-02 02:40:42,Credit,Visa
0,335.0,S,United States,icloud,2024-07-02 02:43:38,Debit,Visa
0,203.374,H,China,gmail,2024-07-02 02:46:16,Credit,Visa
0,300.0,C,India,yahoo,2024-07-02 02:46:44,Debit,Visa
0,422.5,R,China,gmail,2024-07-02 02:47:03,Debit,Visa
0,554.0,C,China,other,2024-07-02 02:47:39,Credit,Mastercard
0,150.5,R,United States,gmail,2024-07-02 02:48:57,Debit,Mastercard
0,210.95,S,India,yahoo,2024-07-02 02:50:04,Debit,Visa
0,226.0,W,China,other,2024-07-02 02:51:56,Credit,Visa
0,200.0,H,China,other,2024-07-02 02:54:09,Debit,Visa
0,150.0,H,United States,gmail,2024-07-02 02:54:49,Credit,American Express
0,140.0,W,United States,gmail,2024-07-02 02:55:34,Credit,Visa
0,209.95,S,China,outlook,2024-07-02 02:56:46,Debit,Visa
0,171.0,H,Russia,gmail,2024-07-02 02:57:35,Credit,Visa
0,361.95,H,United States,icloud,2024-07-02 03:02:56,Prepaid,Mastercard
0,424.95,S,China,other,2024-07-02 03:04:29,Debit,Visa
0,150.0,C,Russia,gmail,2024-07-02 03:08:36,Debit,Mastercard
0,140.58,W,China,yahoo,2024-07-02 03:11:43,Debit,Visa
0,210.0,C,China,gmail,2024-07-02 03:12:09,Debit,Mastercard
0,129.95,W,Turkey,icloud,2024-07-02 03:12:32,Debit,Visa
0,161.2,S,India,gmail,2024-07-02 03:13:43,Debit,Mastercard
0,159.95,C,China,gmail,2024-07-02 03:16:36,Credit,Visa
0,171.0,W,China,gmail,2024-07-02 03:20:03,Credit,Visa
0,569.95,S,India,outlook,2024-07-02 03:22:48,Debit,Mastercard
0,226.0,W,China,gmail,2024-07-02 03:26:04,Debit,Visa
0,127.788,C,China,gmail,2024-07-02 03:27:48,Debit,Mastercard
0,171.0,W,Indonesia,icloud,2024-07-02 03:28:22,Debit,Visa
0,369.95,W,China,gmail,2024-07-02 03:28:24,Credit,Visa
0,1183.95,S,India,gmail,2024-07-02 03:33:17,Credit,Visa
0,159.0,W,France,gmail,2024-07-02 03:35:44,Debit,Visa
1,124.344,W,Indonesia,gmail,2024-07-02 03:40:53,Credit,Mastercard
0,138.5,R,United Kingdom,icloud,2024-07-02 03:41:21,Credit,Mastercard
0,822.47,W,China,gmail,2024-07-02 03:47:23,Debit,Visa
0,200.0,R,Japan,gmail,2024-07-02 03:50:48,Debit,Visa
0,205.95,C,China,gmail,2024-07-02 03:53:25,Debit,Visa
0,209.95,W,Brazil,outlook,2024-07-02 03:54:46,Credit,Visa
0,150.0,W,China,gmail,2024-07-02 03:56:25,Debit,Visa
0,445.0,S,India,icloud,2024-07-02 03:56:56,Credit,Visa
0,150.0,C,India,other,2024-07-02 03:57:08,Debit,Mastercard
0,150.0,H,China,icloud,2024-07-02 03:58:11,Debit,Mastercard
0,135.95,C,India,icloud,2024-07-02 03:59:06,Debit,Visa
0,159.95,R,India,other,2024-07-02 04:00:53,Debit,Mastercard
0,200.0,W,China,other,2024-07-02 04:05:12,Debit,Visa
0,173.0,W,China,gmail,2024-07-02 04:07:53,Credit,Visa
0,200.0,H,India,outlook,2024-07-02 04:10:40,Credit,Mastercard
0,129.95,S,China,outlook,2024-07-02 04:11:21,Credit,Mastercard
0,600.0,W,India,other,2024-07-02 04:14:01,Debit,Visa
0,209.95,W,United States,gmail,2024-07-02 04:14:19,Credit,Mastercard
0,600.0,W,Italy,outlook,2024-07-02 04:18:57,Debit,Visa
0,650.0,C,India,yahoo,2024-07-02 04:21:05,Credit,Visa
0,150.929,W,China,other,2024-07-02 04:22:06,Debit,Visa
0,890.95,S,China,gmail,2024-07-02 04:23:02,Debit,Visa
0,209.95,C,Brazil,gmail,2024-07-02 04:26:46,Debit,Visa
0,724.0,H,Mexico,other,2024-07-02 04:26:57,Debit,Visa
0,317.5,R,India,other,2024-07-02 04:36:06,Debit,Visa
0,2325.97,S,India,gmail,2024-07-02 04:38:30,Debit,Visa
0,261.95,H,India,other,2024-07-02 04:41:07,Debit,Mastercard
0,279.95,W,China,outlook,2024-07-02 04:44:38,Debit,Visa
0,129.299,W,China,gmail,2024-07-02 04:45:37,Credit,Mastercard
0,714.72,R,China,gmail,2024-07-02 04:45:55,Debit,Visa
0,254.0,S,China,yahoo,2024-07-02 04:47:39,Credit,Visa
0,400.0,C,China,other,2024-07-02 04:49:27,Debit,Mastercard
0,554.0,S,China,yahoo,2024-07-02 04:51:05,Credit,Visa
0,824.95,S,India,gmail,2024-07-02 04:51:30,Credit,Visa
0,125.0,C,India,icloud,2024-07-02 04:58:02,Prepaid,Visa
0,160.5,R,India,outlook,2024-07-02 04:58:28,Credit,Visa
0,482.95,C,India,gmail,2024-07-02 05:05:25,Debit,Mastercard
0,226.0,W,China,other,2024-07-02 05:16:33,Debit,Mastercard
0,1285.5,H,India,outlook,2024-07-02 05:16:49,Credit,Mastercard
0,554.0,R,Russia,gmail,2024-07-02 05:20:06,Debit,Visa
0,200.0,C,United States,icloud,2024-07-02 05:21:02,Credit,Visa
0,213.0,H,Indonesia,other,2024-07-02 05:23:14,Debit,Mastercard
0,289.95,S,China,icloud,2024-07-02 05:24:19,Prepaid,Mastercard
0,280.0,C,India,gmail,2024-07-02 05:27:59,Debit,Visa
0,226.0,H,India,outlook,2024-07-02 05:33:47,Credit,Visa
0,265.0,C,India,outlook,2024-07-02 05:39:58,Debit,Visa
0,265.01,R,China,gmail,2024-07-02 05:40:37,Debit,Visa
0,418.0,W,United States,icloud,2024-07-02 05:47:36,Credit,Mastercard
0,403.0,R,China,other,2024-07-02 05:55:58,Credit,Visa
0,211.4,S,India,other,2024-07-02 05:56:49,Debit,Visa
0,226.0,C,India,outlook,2024-07-02 05:56:50,Debit,Visa
0,280.0,R,India,other,2024-07-02 05:57:57,Prepaid,Visa
0,207.95,R,United States,gmail,2024-07-02 06:01:06,Credit,Visa
0,171.0,C,India,other,2024-07-02 06:01:07,Debit,Visa
0,291.95,C,United States,gmail,2024-07-02 06:08:49,Credit,Visa
0,153.0,C,India,gmail,2024-07-02 06:09:19,Credit,Mastercard
0,450.0,C,India,gmail,2024-07-02 06:11:12,Debit,Mastercard
0,160.0,C,China,other,2024-07-02 06:13:01,Debit,Mastercard
0,822.47,R,India,other,2024-07-02 06:13:28,Debit,Visa
0,325.0,W,China,gmail,2024-07-02 06:13:38,Debit,Mastercard
0,123.5,W,Germany,other,2024-07-02 06:14:18,Credit,Mastercard
0,171.0,C,India,outlook,2024-07-02 06:14:50,Debit,Mastercard
1,774.0,R,China,outlook,2024-07-02 06:16:21,Debit,Mastercard
0,488.0,H,Mexico,icloud,2024-07-02 06:16:50,Debit,Mastercard
0,240.0,C,China,gmail,2024-07-02 06:16:58,Debit,Mastercard
0,305.0,S,United States,gmail,2024-07-02 06:19:25,Debit,Mastercard
0,265.0,R,China,icloud,2024-07-02 06:19:43,Debit,Mastercard
0,300.0,C,India,gmail,2024-07-02 06:20:57,Debit,Visa
0,600.0,H,China,other,2024-07-02 06:21:37,Debit,Visa
0,226.0,C,United States,gmail,2024-07-02 06:21:40,Debit,Mastercard
0,164.95,W,China,gmail,2024-07-02 06:22:38,Debit,Mastercard
0,408.5,R,China,outlook,2024-07-02 06:23:35,Debit,Mastercard
0,171.0,C,Russia,other,2024-07-02 06:23:56,Debit,Mastercard
0,179.95,R,China,icloud,2024-07-02 06:27:08,Credit,Mastercard
0,450.0,S,China,gmail,2024-07-02 06:27:14,Debit,Mastercard
0,226.0,R,China,other,2024-07-02 06:27:16,Credit,Mastercard
0,226.0,C,China,other,2024-07-02 06:31:46,Credit,Mastercard
0,250.0,R,Indonesia,gmail,2024-07-02 06:34:44,Credit,Visa
0,365.0,C,India,gmail,2024-07-02 06:39:27,Debit,Mastercard
0,250.0,C,India,icloud,2024-07-02 06:42:52,Debit,Mastercard
0,1473.95,R,China,other,2024-07-02 06:44:27,Debit,Visa
0,400.0,C,India,other,2024-07-02 06:48:55,Debit,Visa
0,150.0,W,India,icloud,2024-07-02 06:53:29,Debit,Visa
0,445.0,S,China,outlook,2024-07-02 06:55:23,Debit,Mastercard
0,300.0,R,India,gmail,2024-07-02 06:59:32,Debit,Visa
0,335.0,R,United States,icloud,2024-07-02 07:03:06,Credit,Visa
0,800.0,W,China,other,2024-07-02 07:09:54,Credit,Visa
0,400.0,R,India,icloud,2024-07-02 07:10:20,Credit,Visa
0,213.0,S,India,yahoo,2024-07-02 07:10:23,Prepaid,Mastercard
0,160.0,H,Brazil,other,2024-07-02 07:10:51,Debit,Mastercard
0,150.0,H,Indonesia,gmail,2024-07-02 07:11:13,Prepaid,Mastercard
0,311.95,H,Japan,icloud,2024-07-02 07:11:34,Debit,Visa
0,141.0,H,France,other,2024-07-02 07:11:46,Credit,Mastercard
0,188.0,C,Indonesia,yahoo,2024-07-02 07:12:07,Credit,Visa
0,300.0,S,United States,gmail,2024-07-02 07:12:16,Credit,Visa
0,265.0,H,India,outlook,2024-07-02 07:15:36,Debit,Visa
0,335.0,R,Turkey,gmail,2024-07-02 07:16:02,Debit,Visa
0,226.0,W,China,other,2024-07-02 07:16:32,Debit,Mastercard
0,169.95,S,China,icloud,2024-07-02 07:16:33,Debit,Mastercard
0,445.0,W,China,icloud,2024-07-02 07:16:42,Debit,Mastercard
0,169.95,R,India,outlook,2024-07-02 07:18:45,Credit,Mastercard
0,226.0,W,China,icloud,2024-07-02 07:20:35,Debit,Mastercard
0,157.95,H,Saudi Arabia,yahoo,2024-07-02 07:31:38,Debit,Mastercard
0,554.0,W,China,outlook,2024-07-02 07:33:11,Credit,Mastercard
0,159.95,S,China,other,2024-07-02 07:35:14,Debit,Mastercard
0,120.0,W,China,outlook,2024-07-02 07:52:52,Credit,Mastercard
0,250.0,C,India,gmail,2024-07-02 07:54:12,Debit,Visa
0,226.0,C,India,other,2024-07-02 07:54:38,Debit,Mastercard
0,1134.7,C,India,gmail,2024-07-02 07:56:59,Credit,Visa
0,524.0,S,India,icloud,2024-07-02 07:58:50,Debit,Mastercard
0,219.99,S,United States,gmail,2024-07-02 07:59:45,Debit,Mastercard
0,411.95,S,United States,gmail,2024-07-02 07:59:45,Debit,Mastercard
0,200.0,R,United States,gmail,2024-07-02 08:01:19,Credit,Mastercard
0,600.0,C,India,yahoo,2024-07-02 08:06:53,Debit,Visa
0,335.0,S,China,gmail,2024-07-02 08:17:29,Credit,Visa
0,737.0,R,China,gmail,2024-07-02 08:17:58,Credit,Visa
0,250.0,S,China,gmail,2024-07-02 08:18:14,Prepaid,Visa
0,169.95,W,United States,gmail,2024-07-02 08:18:29,Debit,Mastercard
0,126.0,W,China,gmail,2024-07-02 08:20:41,Credit,Mastercard
0,203.0,W,China,outlook,2024-07-02 08:22:46,Credit,Visa
0,600.0,W,United States,icloud,2024-07-02 08:32:04,Credit,Visa
0,171.0,C,China,other,2024-07-02 08:37:34,Prepaid,Mastercard
1,2161.0,R,India,yahoo,2024-07-02 08:37:47,Debit,Visa
0,335.0,R,United States,outlook,2024-07-02 08:43:38,Debit,Mastercard
0,315.0,S,China,gmail,2024-07-02 08:50:29,Debit,Mastercard
0,450.0,W,United States,icloud,2024-07-02 08:53:52,Debit,Mastercard
0,625.0,W,China,other,2024-07-02 08:53:55,Prepaid,Visa
0,226.0,R,China,other,2024-07-02 08:56:33,Debit,Visa
0,159.95,C,Indonesia,other,2024-07-02 09:02:01,Prepaid,Visa
0,475.0,W,United States,gmail,2024-07-02 09:02:13,Credit,Mastercard
1,159.0,C,India,other,2024-07-02 09:07:33,Debit,Visa
0,171.0,C,Turkey,outlook,2024-07-02 09:08:46,Credit,Mastercard
0,614.0,C,India,yahoo,2024-07-02 09:25:14,Credit,Mastercard
0,125.0,S,China,outlook,2024-07-02 09:27:03,Debit,Visa
0,405.0,R,United States,other,2024-07-02 09:33:21,Credit,Mastercard
0,600.0,W,China,icloud,2024-07-02 09:34:58,Prepaid,Visa
0,150.0,W,China,outlook,2024-07-02 09:37:03,Debit,Mastercard
0,1420.0,W,India,gmail,2024-07-02 09:37:53,Debit,Visa
0,209.95,R,China,gmail,2024-07-02 09:39:33,Debit,Visa
0,159.95,W,China,other,2024-07-02 09:40:23,Debit,Mastercard
0,200.0,C,India,yahoo,2024-07-02 09:41:33,Debit,Visa
0,124.0,R,United Kingdom,other,2024-07-02 09:47:00,Credit,Mastercard
0,160.0,H,Mexico,other,2024-07-02 09:51:10,Debit,Mastercard
0,335.0,W,China,gmail,2024-07-02 10:02:38,Debit,Visa
0,300.0,C,India,yahoo,2024-07-02 10:24:35,Debit,Visa
0,300.0,S,China,other,2024-07-02 10:24:39,Credit,Mastercard
0,171.0,W,China,icloud,2024-07-02 10:29:06,Debit,Mastercard
0,120.0,C,China,icloud,2024-07-02 10:32:24,Credit,Mastercard
0,150.0,W,China,icloud,2024-07-02 10:35:31,Credit,Mastercard
0,224.0,R,Japan,other,2024-07-02 10:37:54,Debit,Visa
0,574.95,H,China,icloud,2024-07-02 10:38:10,Debit,Visa
0,152.0,H,China,icloud,2024-07-02 10:42:54,Credit,Mastercard
0,335.0,C,China,yahoo,2024-07-02 10:50:32,Credit,Mastercard
0,159.95,W,China,icloud,2024-07-02 11:02:21,Debit,Visa
0,600.0,H,India,icloud,2024-07-02 11:03:12,Debit,Visa
0,450.0,R,China,other,2024-07-02 11:05:13,Debit,Mastercard
0,275.99,R,Japan,other,2024-07-02 11:08:46,Credit,Visa
0,291.95,W,China,other,2024-07-02 11:10:59,Credit,Visa
0,226.0,W,China,icloud,2024-07-02 11:11:34,Debit,Mastercard
0,542.0,R,Germany,outlook,2024-07-02 11:14:17,Debit,Visa
0,400.0,R,United States,gmail,2024-07-02 11:23:09,Debit,Mastercard
0,200.0,W,Japan,other,2024-07-02 11:24:54,Debit,Mastercard
0,500.0,W,India,yahoo,2024-07-02 11:25:23,Credit,Visa
0,243.0,H,France,other,2024-07-02 11:28:42,Debit,Mastercard
0,150.0,C,Brazil,gmail,2024-07-02 11:30:09,Debit,Mastercard
0,226.0,C,China,icloud,2024-07-02 11:32:04,Credit,Mastercard
0,226.0,H,China,outlook,2024-07-02 11:33:50,Credit,Mastercard
0,159.95,W,China,outlook,2024-07-02 11:34:25,Debit,Visa
0,171.0,H,India,outlook,2024-07-02 11:34:48,Debit,Mastercard
0,171.0,W,India,gmail,2024-07-02 11:37:21,Prepaid,Visa
0,150.5,H,United States,gmail,2024-07-02 11:40:03,Debit,Mastercard
0,552.0,S,India,yahoo,2024-07-02 11:45:00,Credit,Mastercard
0,167.0,S,India,gmail,2024-07-02 11:46:54,Prepaid,Mastercard
0,140.0,S,China,outlook,2024-07-02 11:48:10,Debit,Mastercard
0,280.0,W,India,yahoo,2024-07-02 11:49:25,Debit,Visa
0,280.0,S,Germany,other,2024-07-02 11:52:08,Credit,Visa
0,156.99,C,United States,icloud,2024-07-02 11:53:58,Credit,Mastercard
1,226.0,R,France,gmail,2024-07-02 11:54:00,Credit,Visa
0,171.0,S,Indonesia,other,2024-07-02 11:55:25,Credit,Visa
0,221.99,R,United States,icloud,2024-07-02 11:56:09,Credit,Visa
0,150.0,R,China,other,2024-07-02 11:57:00,Debit,Visa
0,169.95,W,South Korea,gmail,2024-07-02 11:58:58,Debit,Mastercard
1,160.5,H,United States,gmail,2024-07-02 11:59:41,Debit,Visa
0,250.0,R,India,icloud,2024-07-02 11:59:59,Prepaid,Mastercard
0,129.95,R,China,icloud,2024-07-02 12:00:21,Debit,Mastercard
0,300.0,R,United States,gmail,2024-07-02 12:02:33,Prepaid,Mastercard
1,226.0,S,China,gmail,2024-07-02 12:02:59,Debit,Mastercard
0,150.5,C,India,outlook,2024-07-02 12:04:05,Debit,Visa
1,280.0,W,United States,outlook,2024-07-02 12:05:03,Debit,Visa
0,540.0,W,China,gmail,2024-07-02 12:06:36,Debit,Visa
0,166.0,S,China,yahoo,2024-07-02 12:08:38,Debit,Discover
0,209.95,S,India,gmail,2024-07-02 12:08:45,Debit,Mastercard
0,300.0,R,China,gmail,2024-07-02 12:08:56,Debit,Mastercard
0,235.0,S,United States,icloud,2024-07-02 12:09:53,Credit,Mastercard
0,450.0,R,Japan,yahoo,2024-07-02 12:13:02,Debit,Mastercard
0,261.95,W,China,outlook,2024-07-02 12:13:11,Credit,Visa
0,554.0,H,India,gmail,2024-07-02 12:13:39,Debit,Visa
0,300.0,R,China,outlook,2024-07-02 12:14:22,Credit,Visa
0,418.78,C,India,other,2024-07-02 12:15:10,Credit,Mastercard
0,317.5,W,China,yahoo,2024-07-02 12:18:15,Debit,Visa
0,142.0,C,United States,outlook,2024-07-02 12:19:00,Credit,Mastercard
